DateTime,Outdoor air temperature [C],Solar radiation [W/m2],Occupant count,Room temperature [C],Heating setpoint [C],Cooling setpoint [C],HVAC load [W]
2024-10-29 09:45:00,9.189999583333336,334.0,0.72567,22.888887194444447,19.999995761111112,26.666666666666668,-3.309369819681562
2024-10-29 10:00:00,9.479999544444446,340.75,0.72567,23.16666497222222,19.999995761111112,26.666666666666668,-3.133764462189503
2024-10-29 10:15:00,9.850000383333331,308.0,0.72567,23.22221967777778,19.999995761111112,26.666666666666668,-4.435423520747919
2024-10-29 10:30:00,10.210000038888888,351.5,0.72567,23.38888380555555,19.999995761111112,26.666666666666668,-4.051984237055
2024-10-29 10:45:00,10.5,267.0,0.72567,23.499997455555558,19.999995761111112,26.666666666666668,-1.159263195078513
2024-10-29 11:00:00,10.78999996111111,255.33333333333331,0.72567,23.66666158333333,19.999995761111112,26.666666666666668,-3.316844154895448
2024-10-29 11:15:00,10.999999999999998,185.5,0.72567,23.38888380555555,19.999995761111112,26.666666666666668,-2.519211213280019
2024-10-29 11:30:00,11.28999996111111,194.2,0.72567,23.22221967777778,19.999995761111112,26.666666666666668,-0.8820749131535418
2024-10-29 11:45:00,11.500000000000002,189.75,0.72567,23.277774388888886,19.999995761111112,26.666666666666668,-1.9746877357389223
2024-10-29 12:00:00,11.71000003888889,210.2,0.72567,23.22221967777778,19.999995761111112,26.666666666666668,-1.4568518304984872
2024-10-29 12:15:00,11.989999772222225,135.75,0.72567,23.22221967777778,19.999995761111112,26.666666666666668,0.0
2024-10-29 12:30:00,12.130000116666666,114.4,0.72567,23.277774388888886,19.999995761111112,26.666666666666668,-4.024283085285229
2024-10-29 12:45:00,12.19999981111111,151.25,0.72567,23.16666497222222,19.999995761111112,26.666666666666668,-2.0972720663991
2024-10-29 13:00:00,12.340000155555554,208.33333333333331,0.72567,23.16666497222222,19.999995761111112,26.666666666666668,-3.46738918568062
2024-10-29 13:15:00,12.40999985,154.25,0.72567,23.22221967777778,19.999995761111112,26.666666666666668,-1.5855941733612235
2024-10-29 13:30:00,12.619999883333332,163.75,0.72567,23.277774388888886,19.999995761111112,26.666666666666668,0.0
2024-10-29 13:45:00,12.760000227777779,124.0,0.72567,23.16666497222222,19.999995761111112,26.666666666666668,-1.922499298438312
2024-10-29 14:00:00,12.96000003888889,122.5,0.72567,23.22221967777778,18.333333333333332,25.555551316666666,-3.016790474068124
2024-10-29 14:15:00,13.100000383333331,143.33333333333334,0.72567,23.16666497222222,18.333333333333332,25.555551316666666,-3.4352588476170096
2024-10-29 14:30:00,13.239999772222225,142.8,0.72567,23.16666497222222,18.333333333333332,25.555551316666666,-1.6294295984267302
2024-10-29 14:45:00,13.310000422222222,157.0,0.72567,23.055551316666666,18.333333333333332,25.555551316666666,-2.10253909451807
2024-10-29 15:00:00,13.369999883333334,132.33333333333334,0.72567,23.055551316666666,18.333333333333332,25.555551316666666,-4.111494522739278
2024-10-29 15:15:00,13.369999883333334,123.25,0.72567,22.99999661111111,18.333333333333332,25.555551316666666,-0.7142746762982548
2024-10-29 15:30:00,13.369999883333334,81.75,0.72567,22.9444419,18.333333333333332,25.555551316666666,-1.1613677885066036
2024-10-29 15:45:00,13.310000422222222,62.0,0.72567,22.888887194444447,18.333333333333332,25.555551316666666,-1.7738081388130658
2024-10-29 16:00:00,13.239999772222225,46.5,0.72567,22.888887194444447,18.333333333333332,25.555551316666666,-0.903172844979338
2024-10-29 16:15:00,13.100000383333331,37.0,0.72567,22.77777353888889,18.333333333333332,25.555551316666666,-4.531026886937385
2024-10-29 16:30:00,12.96000003888889,34.2,0.72567,22.722218833333333,18.333333333333332,25.555551316666666,-1.2673853249080638
2024-10-29 16:45:00,12.819999694444443,25.6,0.72567,22.722218833333333,18.333333333333332,25.555551316666666,-0.8486077135012238
2024-10-29 17:00:00,12.689999583333334,18.6,0.72567,22.666664122222226,19.999995761111112,26.666666666666668,-3.090825978736196
2024-10-29 17:15:00,12.689999583333334,3.2,0.72567,22.55555047222222,19.999995761111112,26.666666666666668,0.0
2024-10-29 17:30:00,12.619999883333332,0.0,0.72567,22.499995761111112,19.999995761111112,26.666666666666668,0.0
2024-10-29 17:45:00,12.479999544444446,0.0,0.72567,22.444441055555554,19.999995761111112,26.666666666666668,-1.1605025091139636
2024-10-29 18:00:00,12.40999985,0.0,0.72567,22.499995761111112,19.999995761111112,26.666666666666668,-2.150473551664066
2024-10-29 18:15:00,12.270000455555557,0.0,0.72567,22.444441055555554,19.999995761111112,26.666666666666668,-1.658867989648606
2024-10-29 18:30:00,12.270000455555557,0.0,0.72567,22.388886344444447,19.999995761111112,26.666666666666668,-4.104587346289117
2024-10-29 18:45:00,12.19999981111111,0.0,0.72567,22.388886344444447,19.999995761111112,26.666666666666668,-1.550693844730395
2024-10-29 19:00:00,12.060000422222222,0.0,0.72567,22.33333163888889,18.333329094444444,26.666666666666668,-1.4763486249152018
