,5.400.C1 room temp,5.400.C1 rcp load,5.400.C1 air load,5.400.C1 occ,5.400.C1 rcp cool load,5.400.C1 rcp heat load,5.400.C1 setpoint,5.416 room temp,5.416 rcp load,5.416 air load,5.416 occ,5.416 rcp cool load,5.416 rcp heat load,5.416 setpoint,5.417 room temp,5.417 rcp load,5.417 air load,5.417 occ,5.417 rcp cool load,5.417 rcp heat load,5.417 setpoint,5.420 room temp,5.420 rcp load,5.420 air load,5.420 occ,5.420 rcp cool load,5.420 rcp heat load,5.420 setpoint,5.425 room temp,5.425 rcp load,5.425 air load,5.425 occ,5.425 rcp cool load,5.425 rcp heat load,5.425 setpoint,5.426 room temp,5.426 rcp load,5.426 air load,5.426 occ,5.426 rcp cool load,5.426 rcp heat load,5.426 setpoint,5.429 room temp,5.429 rcp load,5.429 air load,5.429 occ,5.429 rcp cool load,5.429 rcp heat load,5.429 setpoint,Thermometer,Solar Radiation Sensor,OAT_Smooth,sp_delta,5.400.C1 Heating SP,5.400.C1 Cooling SP,5.416 Heating SP,5.416 Cooling SP,5.417 Heating SP,5.417 Cooling SP,5.420 Heating SP,5.420 Cooling SP,5.425 Heating SP,5.425 Cooling SP,5.426 Heating SP,5.426 Cooling SP,5.429 Heating SP,5.429 Cooling SP
2024-12-22 18:15:00,70.49999237,0.0,-330.70194696748337,0.0,0.0,0.0,64.99999237,71.49999237,0.0,-0.5122840519876125,0.0,0.0,0.0,64.99999237,72.99999237,0.0,-5.344935213681204,0.0,0.0,0.0,64.99999237,69.49999237,0.0,0.0,0.0,0.0,0.0,64.99999237,70.84999085,0.0,0.0,0.0,0.0,0.0,64.99999237,73.72999573,983.0204288635604,-237.38558463208028,1.0,0.0,983.0204288635604,74.0,71.3299942,0.0,0.0,0.0,0.0,0.0,64.99999237,15.87199993,0.0,17.69112494125,0.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,74.0,80.0,64.99999237,80.0
2024-12-22 18:30:00,70.36999512,0.0,-304.2409738630036,0.0,0.0,0.0,64.99999237,71.29999542,0.0,-1.3448814464480217,0.0,0.0,0.0,64.99999237,72.8999939,0.0,-0.07757342306649027,0.0,0.0,0.0,64.99999237,68.19999695,0.0,0.0,0.0,0.0,0.0,64.99999237,70.87999725,0.0,0.0,0.0,0.0,0.0,64.99999237,73.6499939,1915.654281432561,-222.8509872047316,1.0,0.0,1915.654281432561,74.0,71.34999085,0.0,0.0,0.0,0.0,0.0,64.99999237,15.65600014,0.0,17.544874973749998,0.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,74.0,80.0,64.99999237,80.0
2024-12-22 18:45:00,70.33999634,0.0,-315.5220566508294,0.0,0.0,0.0,64.99999237,70.99999237,0.0,-1.6231536909941437,0.0,0.0,0.0,64.99999237,72.59999085,0.0,0.0,0.0,0.0,0.0,64.99999237,67.69999695,0.0,0.0,0.0,0.0,0.0,64.99999237,70.80999756,0.0,0.0,0.0,0.0,0.0,64.99999237,73.6499939,1891.4654249791388,-230.74539872313414,1.0,0.0,1891.4654249791388,74.0,71.30999756,0.0,0.0,0.0,0.0,0.0,64.99999237,15.42199993,0.0,17.370499951875,0.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,74.0,80.0,64.99999237,80.0
2024-12-22 19:00:00,70.28999329,0.0,-312.4474214795594,0.0,0.0,0.0,64.99999237,70.59999085,0.0,-1.2204767269136303,0.0,0.0,0.0,64.99999237,72.3999939,0.0,-3.83073604019692,0.0,0.0,0.0,64.99999237,67.19999695,0.0,0.0,0.0,0.0,0.0,64.99999237,70.80999756,0.0,0.0,0.0,0.0,0.0,64.99999237,73.68999481,1542.776634992723,-228.1813042569809,1.0,0.0,1542.776634992723,74.0,71.30999756,0.0,0.0,0.0,0.0,0.0,64.99999237,15.20600014,0.0,17.182624943125003,0.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,74.0,80.0,64.99999237,80.0
2024-12-22 19:15:00,70.12999725,0.0,-304.75243957998305,0.0,0.0,0.0,64.99999237,70.3999939,0.0,-1.2588893894159063,0.0,0.0,0.0,64.99999237,72.29999542,0.0,-1.5794224236562027,0.0,0.0,0.0,64.99999237,66.59999847,0.0,0.0,0.0,0.0,0.0,64.99999237,70.80999756,0.0,0.0,0.0,0.0,0.0,64.99999237,73.63999176,1542.776634992723,-228.4803927354974,1.0,0.0,2255.505443765737,74.0,71.30999756,0.0,0.0,0.0,0.0,0.0,64.99999237,14.99000034,0.0,16.968874985625,0.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,74.0,80.0,64.99999237,80.0
2024-12-22 19:30:00,70.15999603,0.0,-313.7424200995745,0.0,0.0,0.0,64.99999237,69.99999237,0.0,-3.000830409313882,0.0,0.0,0.0,64.99999237,71.99999237,0.0,-1.9817888652976245,0.0,0.0,0.0,64.99999237,65.99999237,0.0,0.0,0.0,0.0,0.0,64.99999237,70.8299942,0.0,0.0,0.0,0.0,0.0,64.99999237,73.72999573,868.8879675035812,-233.10487395618858,1.0,0.0,868.8879675035812,74.0,71.29999542,0.0,0.0,0.0,0.0,0.0,64.99999237,14.99000034,0.0,16.7416249875,0.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,74.0,80.0,64.99999237,80.0
2024-12-22 19:45:00,70.13999176,0.0,-297.5214682664777,0.0,0.0,0.0,64.99999237,69.8999939,0.0,-0.6984705404939134,0.0,0.0,0.0,64.99999237,71.79999542,0.0,0.0,0.0,0.0,0.0,64.99999237,65.69999695,0.0,0.0,0.0,0.0,0.0,64.99999237,70.8299942,0.0,0.0,0.0,0.0,0.0,64.99999237,73.79999542,0.0,-227.30394107815908,1.0,0.0,0.0,74.0,71.30999756,0.0,0.0,0.0,0.0,0.0,64.99999237,14.77400055,0.0,16.514375043125,0.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,65.0,74.0,64.99999237,80.0
2024-12-22 20:00:00,70.0799942,0.0,-318.25627234642525,0.0,0.0,0.0,64.99999237,69.69999695,0.0,-1.292821842715472,0.0,0.0,0.0,64.99999237,71.79999542,0.0,-0.6760819261455457,0.0,0.0,0.0,64.99999237,65.49999237,0.0,0.0,0.0,0.0,0.0,64.99999237,70.80999756,0.0,0.0,0.0,0.0,0.0,64.99999237,73.73999786,800.6628568226956,-238.43705675350944,1.0,0.0,800.6628568226956,74.0,71.30999756,0.0,0.0,0.0,0.0,0.0,64.99999237,14.54000034,0.0,16.272500085624998,0.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,74.0,80.0,64.99999237,80.0
2024-12-22 20:15:00,70.08999634,0.0,-164.61381786859477,0.0,0.0,0.0,69.99999237,69.59999085,0.0,-0.43806738714609783,0.0,0.0,0.0,64.99999237,71.49999237,0.0,-1.005368121358645,0.0,0.0,0.0,64.99999237,64.99999237,0.0,-37.466991317692106,0.0,0.0,0.0,64.99999237,70.78999329,0.0,0.0,0.0,0.0,0.0,64.99999237,73.70999146,1229.2138187967366,-220.91090395932906,1.0,0.0,1229.2138187967366,74.0,71.27999115,0.0,0.0,0.0,0.0,0.0,64.99999237,14.32400055,0.0,16.029500102500002,0.0,69.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,74.0,80.0,64.99999237,80.0
2024-12-22 20:30:00,70.13999176,0.0,-186.37222982978312,0.0,0.0,0.0,69.99999237,69.19999695,0.0,-2.0347530163044256,0.0,0.0,0.0,64.99999237,71.3999939,0.0,-2.110382772988891,0.0,0.0,0.0,64.99999237,64.8999939,0.0,-46.13896957519114,0.0,0.0,0.0,64.99999237,70.78999329,0.0,0.0,0.0,0.0,0.0,64.99999237,73.6499939,1961.3438376256063,-241.320356639544,1.0,0.0,1961.3438376256063,74.0,71.16999817,0.0,0.0,0.0,0.0,0.0,64.99999237,14.09000034,0.0,15.785375147499998,0.0,69.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,74.0,80.0,64.99999237,80.0
2024-12-22 20:45:00,70.20999146,0.0,-166.02302648934597,0.0,0.0,0.0,69.99999237,69.19999695,0.0,-2.034868799824758,0.0,0.0,0.0,64.99999237,71.3999939,0.0,-0.4646527473160065,0.0,0.0,0.0,64.99999237,64.59999847,2652.749902143195,-28.964492440324452,0.0,0.0,2652.749902143195,64.99999237,70.78999329,0.0,0.0,0.0,0.0,0.0,64.99999237,73.66999817,1724.2873654585392,-220.77650497619663,1.0,0.0,1724.2873654585392,74.0,71.09999085,0.0,0.0,0.0,0.0,0.0,64.99999237,14.09000034,0.0,15.554750179375,0.0,69.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,74.0,80.0,64.99999237,80.0
2024-12-22 21:00:00,70.1499939,0.0,-306.65253305665567,0.0,0.0,0.0,64.99999237,69.09999085,0.0,-2.6457647075071327,0.0,0.0,0.0,64.99999237,71.09999085,0.0,-0.3373177149391792,0.0,0.0,0.0,64.99999237,64.69999695,1345.1883412075413,-33.96385917950932,0.0,0.0,1345.1883412075413,64.99999237,70.78999329,0.0,0.0,0.0,0.0,0.0,64.99999237,73.75999451,538.0753260443543,-233.29946935745343,1.0,0.0,538.0753260443543,74.0,71.20999146,0.0,0.0,0.0,0.0,0.0,64.99999237,13.87400055,0.0,15.323000239375,0.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,74.0,80.0,64.99999237,80.0
2024-12-22 21:15:00,70.11999512,0.0,-321.7254420030647,0.0,0.0,0.0,64.99999237,68.79999542,0.0,-2.592499190252546,0.0,0.0,0.0,64.99999237,70.99999237,0.0,-1.294177021517493,0.0,0.0,0.0,64.99999237,64.49999237,4121.568719674034,-37.551947423569636,0.0,0.0,4121.568719674034,64.99999237,70.78999329,0.0,0.0,0.0,0.0,0.0,64.99999237,73.75999451,549.5424993637017,-241.59701543756194,1.0,0.0,549.5424993637017,74.0,71.20999146,0.0,0.0,0.0,0.0,0.0,64.99999237,13.87400055,0.0,15.104750286875,0.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,74.0,80.0,64.99999237,80.0
2024-12-22 21:30:00,70.09999085,0.0,-293.8226058013051,0.0,0.0,0.0,64.99999237,68.59999085,0.0,-0.9332045287870034,0.0,0.0,0.0,64.99999237,70.8999939,0.0,-2.01488160976039,0.0,0.0,0.0,64.99999237,64.49999237,3922.685615812105,-31.671921130366872,0.0,0.0,3922.685615812105,64.99999237,70.76999664,0.0,0.0,0.0,0.0,0.0,64.99999237,73.6499939,1699.8304064258946,-225.5010460101126,1.0,0.0,1699.8304064258946,74.0,71.20999146,0.0,0.0,0.0,0.0,0.0,64.99999237,13.42400055,0.0,14.87187532125,0.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,74.0,80.0,64.99999237,80.0
2024-12-22 21:45:00,70.02999115,0.0,-306.26693807003784,0.0,0.0,0.0,64.99999237,68.49999237,0.0,-1.3830090121570418,0.0,0.0,0.0,64.99999237,70.59999085,0.0,-1.5450377790102843,0.0,0.0,0.0,64.99999237,64.3999939,5481.089576906853,-34.657773955249276,0.0,0.0,5481.089576906853,64.99999237,70.76999664,0.0,-46.48987610113704,0.0,0.0,0.0,64.99999237,73.63999176,2192.4357884487267,-233.6206679447334,1.0,0.0,2192.4357884487267,74.0,71.23999786,0.0,0.0,0.0,0.0,0.0,64.99999237,13.42400055,0.0,14.664875304375,0.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,74.0,80.0,64.99999237,80.0
2024-12-22 22:00:00,69.97999573,0.0,-307.8231832904805,0.0,0.0,0.0,64.99999237,68.3999939,0.0,-2.4483135601062145,0.0,0.0,0.0,64.99999237,70.59999085,0.0,-3.5831726751623703,0.0,0.0,0.0,64.99999237,64.49999237,4202.1971910563,-36.76686893517243,0.0,0.0,4202.1971910563,64.99999237,70.75999451,0.0,0.0,0.0,0.0,0.0,64.99999237,73.68999481,1540.805686810839,-236.90350587568122,1.0,0.0,1540.805686810839,74.0,71.23999786,0.0,0.0,0.0,0.0,0.0,64.99999237,13.42400055,0.0,14.498375355625,0.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,74.0,80.0,64.99999237,80.0
2024-12-22 22:15:00,69.97999573,0.0,-289.42935176473276,0.0,0.0,0.0,64.99999237,68.3999939,0.0,-0.9564975922058253,0.0,0.0,0.0,64.99999237,70.49999237,0.0,-0.184146456044591,0.0,0.0,0.0,64.99999237,64.3999939,5846.603248703047,-30.241047264435924,0.0,0.0,5846.603248703047,64.99999237,70.75999451,0.0,0.0,0.0,0.0,0.0,64.99999237,73.72999573,584.6603136448255,-228.32424406781988,1.0,0.0,584.6603136448255,74.0,71.23999786,0.0,0.0,0.0,0.0,0.0,64.99999237,13.42400055,0.0,14.345375394374999,0.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,74.0,80.0,64.99999237,80.0
2024-12-22 22:30:00,69.90999603,0.0,-309.9361153973756,0.0,0.0,0.0,64.99999237,68.09999847,0.0,-1.4621844726694286,0.0,0.0,0.0,64.99999237,70.29999542,0.0,-3.0049693894395446,0.0,0.0,0.0,64.99999237,64.3999939,5925.436934999016,-36.470278130494826,0.0,0.0,5925.436934999016,64.99999237,70.73999786,0.0,0.0,0.0,0.0,0.0,64.99999237,73.68999481,1629.4951687089595,-238.80620084639634,1.0,0.0,1629.4951687089595,74.0,71.23999786,0.0,0.0,0.0,0.0,0.0,64.99999237,13.42400055,0.0,14.20587542,0.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,74.0,80.0,64.99999237,80.0
2024-12-22 22:45:00,69.84999085,0.0,-292.95421212417926,0.0,0.0,0.0,64.99999237,67.8999939,0.0,-0.23053807221579514,0.0,0.0,0.0,64.99999237,70.19999695,0.0,-0.06095608690080612,0.0,0.0,0.0,64.99999237,64.3999939,5240.998933796373,-32.834715338485125,0.0,0.0,5240.998933796373,64.99999237,70.73999786,0.0,0.0,0.0,0.0,0.0,64.99999237,73.6499939,1965.3745497290215,-229.33678584788242,1.0,0.0,1965.3745497290215,74.0,71.20999146,0.0,0.0,0.0,0.0,0.0,64.99999237,13.19000034,0.0,14.066375445624999,0.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,74.0,80.0,64.99999237,80.0
2024-12-22 23:00:00,69.80999756,0.0,-308.83471596691226,0.0,0.0,0.0,64.99999237,67.79999542,0.0,-1.0666343191564487,0.0,0.0,0.0,64.99999237,70.09999085,0.0,-1.0133088125085676,0.0,0.0,0.0,64.99999237,64.19999695,8243.137438248983,-34.48103279251318,0.0,0.0,8243.137438248983,64.99999237,70.71999359,0.0,0.0,0.0,0.0,0.0,64.99999237,73.68999481,1511.2419130095832,-240.75264136587202,1.0,0.0,1511.2419130095832,74.0,71.20999146,0.0,0.0,0.0,0.0,0.0,64.99999237,12.95600014,0.0,13.925750445625,0.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,74.0,80.0,64.99999237,80.0
2024-12-22 23:15:00,69.77999115,0.0,-295.06278574569075,0.0,0.0,0.0,64.99999237,67.49999237,0.0,0.0,0.0,0.0,0.0,64.99999237,69.99999237,0.0,-0.6036212061770576,0.0,0.0,0.0,64.99999237,64.29999542,6690.1081522569375,-33.74337483970564,0.0,0.0,6690.1081522569375,64.99999237,70.75999451,0.0,0.0,0.0,0.0,0.0,64.99999237,73.72999573,802.8129761514064,-231.5412052708116,1.0,0.0,802.8129761514064,74.0,71.20999146,0.0,0.0,0.0,0.0,0.0,64.99999237,12.95600014,0.0,13.798625433125,0.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,74.0,80.0,64.99999237,80.0
2024-12-22 23:30:00,69.73999786,0.0,-292.27384467251625,0.0,0.0,0.0,64.99999237,67.59999847,0.0,-1.189005349111245,0.0,0.0,0.0,64.99999237,69.8999939,0.0,-2.4185200778443336,0.0,0.0,0.0,64.99999237,64.19999695,8511.894281320969,-31.27193245211999,0.0,0.0,8511.894281320969,64.99999237,70.73999786,0.0,0.0,0.0,0.0,0.0,64.99999237,73.70999146,1844.2437318043646,-234.55962036050562,1.0,0.0,1844.2437318043646,74.0,71.20999146,0.0,0.0,0.0,0.0,0.0,64.99999237,12.74000034,0.0,13.658000433125,0.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,74.0,80.0,64.99999237,80.0
2024-12-22 23:45:00,69.67999268,0.0,-305.4795724374842,0.0,0.0,0.0,64.99999237,67.49999237,0.0,0.0,0.0,0.0,0.0,64.99999237,69.79999542,0.0,-1.3063789153050207,0.0,0.0,0.0,64.99999237,64.19999695,8409.766633174248,-35.05805435350989,0.0,0.0,8409.766633174248,64.99999237,70.71999359,0.0,0.0,0.0,0.0,0.0,64.99999237,73.6499939,2102.4416580132365,-240.33884299019064,1.0,0.0,2102.4416580132365,74.0,71.18999481,0.0,0.0,0.0,0.0,0.0,64.99999237,12.50600014,0.0,13.5162504075,0.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,74.0,80.0,64.99999237,80.0
2024-12-23 00:00:00,69.62999725,0.0,-282.00354271997026,0.0,0.0,0.0,64.99999237,67.3999939,0.0,-0.7151263656703424,0.0,0.0,0.0,64.99999237,69.49999237,0.0,-2.6977411468691397,0.0,0.0,0.0,64.99999237,64.09999847,8939.720111134524,-28.91107184961517,0.0,0.0,8939.720111134524,64.99999237,70.67999268,0.0,0.0,0.0,0.0,0.0,64.99999237,73.72999573,893.9719915993187,-227.60627542069673,1.0,0.0,893.9719915993187,74.0,71.16999817,0.0,0.0,0.0,0.0,0.0,64.99999237,12.27199993,0.0,13.374500381875,0.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,74.0,80.0,64.99999237,80.0
2024-12-23 00:15:00,69.60999298,0.0,-167.52660765401254,0.0,0.0,0.0,69.99999237,66.99999237,0.0,-0.7943521935100135,0.0,0.0,0.0,64.99999237,69.49999237,0.0,-1.7674026944672805,0.0,0.0,0.0,64.99999237,64.09999847,9265.812198075144,-32.42441801338967,0.0,0.0,9265.812198075144,64.99999237,70.6499939,0.0,0.0,0.0,0.0,0.0,64.99999237,73.72999573,926.5811995815681,-234.1126705304588,1.0,0.0,926.5811995815681,74.0,71.18999481,0.0,0.0,0.0,0.0,0.0,64.99999237,12.27199993,0.0,13.246250343125,0.0,69.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,74.0,80.0,64.99999237,80.0
2024-12-23 00:30:00,69.70999146,0.0,-172.407752884881,0.0,0.0,0.0,69.99999237,67.09999847,0.0,-0.7473931768294197,0.0,0.0,0.0,64.99999237,69.29999542,0.0,-2.3557695472972884,0.0,0.0,0.0,64.99999237,64.09999847,10262.907994908084,-33.09494396939616,0.0,0.0,10262.907994908084,64.99999237,70.67999268,0.0,0.0,0.0,0.0,0.0,64.99999237,73.68999481,1612.742714119434,-238.5899333301393,1.0,0.0,1612.742714119434,74.0,71.16999817,0.0,0.0,0.0,0.0,0.0,64.99999237,12.50600014,0.0,13.147250330625,0.0,69.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,74.0,80.0,64.99999237,80.0
2024-12-23 00:45:00,69.76999664,0.0,-164.03989473973448,0.0,0.0,0.0,69.99999237,66.99999237,0.0,-2.112389106921132,0.0,0.0,0.0,64.99999237,69.19999695,0.0,-2.1743154818492814,0.0,0.0,0.0,64.99999237,63.99999619,11162.857073630319,-26.432938117002116,0.0,0.0,11162.857073630319,64.99999237,70.67999268,0.0,0.0,0.0,0.0,0.0,64.99999237,73.6499939,2093.035647793735,-225.8591440853557,1.0,0.0,2093.035647793735,74.0,71.16999817,0.0,0.0,0.0,0.0,0.0,64.99999237,12.27199993,0.0,13.033625305,0.0,69.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,74.0,80.0,64.99999237,80.0
2024-12-23 01:00:00,69.67999268,0.0,-302.10152489260383,0.0,0.0,0.0,64.99999237,66.79999542,0.0,-1.6390737589402247,0.0,0.0,0.0,64.99999237,68.99999237,0.0,-3.5706287020659104,0.0,0.0,0.0,64.99999237,63.89999771,11478.194486464045,-33.560048613937624,0.0,0.0,11478.194486464045,64.99999237,70.66999817,0.0,0.0,0.0,0.0,0.0,64.99999237,73.68999481,1865.2065271321505,-238.37366585713633,1.0,0.0,1865.2065271321505,74.0,71.20999146,0.0,0.0,0.0,0.0,0.0,64.99999237,11.80399952,0.0,12.904250240625,0.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,74.0,80.0,64.99999237,80.0
2024-12-23 01:15:00,69.60999298,0.0,-290.1472243377939,0.0,0.0,0.0,64.99999237,66.59999847,0.0,-2.170293638917143,0.0,0.0,0.0,64.99999237,68.8999939,0.0,0.0,0.0,0.0,0.0,64.99999237,63.99999619,10374.495883088268,-30.461714766461675,0.0,0.0,10374.495883088268,64.99999237,70.66999817,0.0,0.0,0.0,0.0,0.0,64.99999237,73.72999573,907.7683600602586,-232.4278471988581,1.0,0.0,907.7683600602586,74.0,71.20999146,0.0,0.0,0.0,0.0,0.0,64.99999237,11.80399952,0.0,12.77487517625,0.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,74.0,80.0,64.99999237,80.0
2024-12-23 01:30:00,69.55999756,0.0,-293.4542875163401,0.0,0.0,0.0,64.99999237,66.49999237,0.0,-0.8101818674901183,0.0,0.0,0.0,64.99999237,68.99999237,0.0,0.0,0.0,0.0,0.0,64.99999237,63.99999619,10725.670011176924,-31.83184126537123,0.0,0.0,10725.670011176924,64.99999237,70.66999817,0.0,0.0,0.0,0.0,0.0,64.99999237,73.6499939,2011.0630756794885,-230.6182947743,1.0,0.0,2011.0630756794885,74.0,71.18999481,0.0,0.0,0.0,0.0,0.0,64.99999237,11.80399952,0.0,12.673625111875,0.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,74.0,80.0,64.99999237,80.0
2024-12-23 01:45:00,69.56999207,0.0,-307.1043787799309,0.0,0.0,0.0,64.99999237,66.49999237,0.0,-2.267277731693855,0.0,0.0,0.0,64.99999237,68.8999939,0.0,-1.3702913497064606,0.0,0.0,0.0,64.99999237,63.99999619,11334.8585350664,-35.150061075329184,0.0,0.0,11334.8585350664,64.99999237,70.66999817,0.0,0.0,0.0,0.0,0.0,64.99999237,73.68999481,1558.5430598073096,-240.86395056224814,1.0,0.0,1558.5430598073096,74.0,71.20999146,0.0,0.0,0.0,0.0,0.0,64.99999237,11.80399952,0.0,12.572375047500001,0.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,74.0,80.0,64.99999237,80.0
2024-12-23 02:00:00,69.53999329,0.0,-277.93694934955215,0.0,0.0,0.0,64.99999237,66.3999939,0.0,-1.0648521196647898,0.0,0.0,0.0,64.99999237,68.79999542,0.0,-0.8569228686659556,0.0,0.0,0.0,64.99999237,63.79999542,10833.177369812018,-26.104308210125314,0.0,0.0,10833.177369812018,64.99999237,70.66999817,0.0,0.0,0.0,0.0,0.0,64.99999237,73.70999146,1218.7324441779522,-225.21515031885642,1.0,0.0,1218.7324441779522,74.0,71.20999146,0.0,0.0,0.0,0.0,0.0,64.99999237,11.56999931,0.0,12.45649997,0.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,74.0,80.0,64.99999237,80.0
2024-12-23 02:15:00,69.53999329,0.0,-295.3696246664618,0.0,0.0,0.0,64.99999237,66.19999695,0.0,-0.784152612462553,0.0,0.0,0.0,64.99999237,68.49999237,0.0,-0.6262682531404233,0.0,0.0,0.0,64.99999237,63.69999695,11929.71300991213,-29.861581464991836,0.0,0.0,11929.71300991213,64.99999237,70.58999634,0.0,0.0,0.0,0.0,0.0,64.99999237,73.61999512,2684.1854041760566,-231.43467337132552,1.0,0.0,2684.1854041760566,74.0,71.16999817,0.0,0.0,0.0,0.0,0.0,64.99999237,11.33600082,0.0,12.325999986875,0.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,74.0,80.0,64.99999237,80.0
2024-12-23 02:30:00,69.51999664,0.0,-295.3100072155826,0.0,0.0,0.0,64.99999237,65.99999237,0.0,-0.25234579307854327,0.0,0.0,0.0,64.99999237,68.49999237,0.0,-1.7483321309008726,0.0,0.0,0.0,64.99999237,63.69999695,11621.533105543007,-30.200796851306045,0.0,0.0,11621.533105543007,64.99999237,70.60999298,0.0,0.0,0.0,0.0,0.0,64.99999237,73.68999481,1597.9608135320088,-235.66092609833237,1.0,0.0,1597.9608135320088,74.0,71.16999817,0.0,0.0,0.0,0.0,0.0,64.99999237,11.33600082,0.0,12.195500003749999,0.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,74.0,80.0,64.99999237,80.0
2024-12-23 02:45:00,69.43999481,0.0,-282.5426254184488,0.0,0.0,0.0,64.99999237,65.8999939,0.0,-1.135420721081151,0.0,0.0,0.0,64.99999237,68.3999939,0.0,-0.10006555268745523,0.0,0.0,0.0,64.99999237,63.59999847,11779.208640427758,-28.32904525825039,0.0,0.0,11779.208640427758,64.99999237,70.58999634,0.0,0.0,0.0,0.0,0.0,64.99999237,73.79999542,0.0,-233.45948942097797,1.0,0.0,0.0,74.0,71.12999725,0.0,0.0,0.0,0.0,0.0,64.99999237,11.08400021,0.0,12.063874995625,0.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,65.0,74.0,64.99999237,80.0
2024-12-23 03:00:00,69.44999695,0.0,-295.38200656456934,0.0,0.0,0.0,64.99999237,65.79999542,0.0,-0.21343011076398152,0.0,0.0,0.0,64.99999237,68.29999542,0.0,-1.5771947039239937,0.0,0.0,0.0,64.99999237,63.69999695,11377.860921094503,-31.315504734904614,0.0,0.0,11377.860921094503,64.99999237,70.58999634,0.0,0.0,0.0,0.0,0.0,64.99999237,73.72999573,995.5627980124175,-235.44104946124577,1.0,0.0,995.5627980124175,74.0,71.12999725,0.0,0.0,0.0,0.0,0.0,64.99999237,11.08400021,0.0,11.946874999999999,0.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,64.99999237,80.0,74.0,80.0,64.99999237,80.0
